icpsr2,year,alpha_st,anti_inst,policy,pos_affect,posAffPer,neg_affect,num_tweets,dist,congress,nominate_dim1,nominate_dim2,democrat,seniority,st,op_ideo,pid7,ideo5,white,hispanic,educ,faminc,unionmember,approval_pres,approval_rep,count,name,pop,college,ageless18,age65plus,poverty,black,white_acs,hispanic_acs,unemp_clf,armedforces,nilf,medinc,gini,foreignborn,Incumbent,Party,Biden,Trump20,Clinton,Trump16,Obama,Romney,dempvote20,dempvote16,dempvote12,namedem12016,votesdem12016,namedem22016,votesdem22016,namerep12016,votesrep12016,namerep22016,votesrep22016,totalvotes2016,namedem12018,votesdem12018,namedem22018,votesdem22018,namerep12018,votesrep12018,namerep22018,votesrep22018,totalvotes2018,namedem12020,votesdem12020,namedem22020,votesdem22020,namerep12020,votesrep12020,namerep22020,votesrep22020,totalvotes2020,demHvote2016,uncontested2016,demHvote2018,uncontested2018,demHvote2020,uncontested2020,incumbentD2016,incumbloseD2016,runoffD2016,PRIMARYD2016,GENERALD2016,wongeneralD2016,numcandsD2016,incumbentR2016,incumbloseR2016,runoffR2016,PRIMARYR2016,GENERALR2016,wongeneralR2016,numcandsR2016,incumbentD2018,incumbloseD2018,runoffD2018,PRIMARYD2018,GENERALD2018,wongeneralD2018,numcandsD2018,incumbentR2018,incumbloseR2018,runoffR2018,PRIMARYR2018,GENERALR2018,wongeneralR2018,numcandsR2018,incumbentD2020,incumbloseD2020,runoffD2020,PRIMARYD2020,GENERALD2020,wongeneralD2020,numcandsD2020,incumbentR2020,incumbloseR2020,runoffR2020,PRIMARYR2020,GENERALR2020,wongeneralR2020,numcandsR2020,primaryvote2016,primarychall2016,primaryvote2018,primarychall2018,primaryvote2020,primarychall2020,primvote,primchal,demHvote2016_2,demHvote2018_2,demHvote2020_2,dempvote16_2,trumpy,demHvote,dem_normal,economic,y1,y2,y3,y4,y5,y6,y7,affect
21300,2017,AZ,16,0.5157526254,22,0.02567094516,37,857,9,115,-0.105,0.075,1,3,AZ,-0.040011808,4.07849843,3.094766947,0.59812707,0.01547199468,0.3925132923,7.084388478,0.3399294,2.133666942,3.115299376,52,"Congressional District 9 (116th Congress), Arizona",785159,0.24727057,0.20647538,0.11479331,0.14737014,0.076848127,0.74363029,0.27373436,0.047760684,0.0009838104,0.29719606,0.33067,0.48109999,0.14748223,Greg Stanton,(D),60.8,37.3,54.7,38.4,51.1,46.6,0.61977571,0.58754027,0.52302969,KYRSTEN SINEMA,169055,,,DAVE GILES,108350,,,277507,GREG STANTON,159583,,,STEPHEN L FERRARA,101662,,,261245,GREG STANTON,217094,,,DAVE GILES,135180,,,352274,0.60941583,0,0.6108557,0,0.61626464,0,1,,,1,0.6091918402,1,1,0,,,0.6068957457,0.3904406015,0,2,0,,,1,0.6108557102,1,1,0,,,0.5991729149,0.3891442898,0,3,1,,,1,0.6162646122,1,1,0,,,0.5367094331,0.3837353878,0,3,1,1,1,1,1,1,1,1,0.37138766,0.37314469,0.37978211,0.34520358,-0.064510584,0.60941583,0.57678187,0.38796186,0,1,0,0,0,0,0,0.06884481
21302,2017,CA,3,0.6285714286,5,0.07142857143,20,70,1,115,0.534,0.04,0,3,CA,0.38329217,4.411542362,3.354263406,0.71885246,0.04962371842,0.3051632019,5.37219849,0.43341386,3.290288182,3.204513187,45,"Congressional District 1 (116th Congress), California",706834,0.16400808,0.19815968,0.21095477,0.1545469,0.024621056,0.85812229,0.13907225,0.066027321,0.0013672392,0.46794882,0.26993999,0.4745,0.061684921,Doug LaMalfa,(R),41.1,56.4,36.5,56.2,40.3,56.6,0.42153847,0.39374325,0.41589266,JIM REED,128588,,,DOUG LAMALFA,185448,,,314036,AUDREY DENNEY,131548,,,DOUG LA MALFA,160046,,,291594,AUDREY DENNEY,154073,,,DOUG LAMALFA,204190,,,358263,0.40946898,0,0.45113412,0,0.43005559,0,0,,,0.2825502212,0.4094689781,0,2,1,,,0.4079065759,0.5905310219,1,4,0,,,0.1792342321,0.4511341111,0,4,1,,,0.5166438165,0.5488658889,1,2,0,,,0.3936216763,0.4300555737,0,2,1,,,0.5463802779,0.5699444263,1,1,0.40790656,4,0.51664382,2,0.54638028,1,0.40790656,4,0.16766484,0.203522,0.1849478,0.15503374,0.022149414,0.40946898,0.41039145,-1.3917544,0,1,0,0,0,0,0,0.35714287
21303,2017,CA,163,0.5503640777,27,0.01638349515,941,1648,2,115,-0.43,-0.542,1,3,CA,-0.33702716,2.846977058,2.516141125,0.59559309,0.06590202596,0.5369924072,8.031541976,0.61991155,2.022428287,3.585986632,31,"Congressional District 2 (116th Congress), California",716090,0.25525546,0.19859096,0.20514321,0.10893323,0.025678337,0.79746258,0.17649178,0.053490054,0.0027454239,0.38424924,0.36816999,0.52950001,0.13017777,Jared Huffman,(D),73.6,23.9,69,23.3,69,27,0.75487179,0.74756229,0.71875,JARED HUFFMAN,254194,,,DALE K MENSING,76572,,,330766,JARED HUFFMAN,243081,,,DALE K MENSING,72576,,,315657,JARED HUFFMAN,294435,,,DALE K MENSING,94320,,,388755,0.76850098,0,0.77007955,0,0.75737935,0,1,,,0.6830045852,0.7685009947,1,2,0,,,0.1565317069,0.2314990053,0,1,1,,,0.7247904975,0.7700795484,1,2,0,,,0.2094169162,0.2299204516,0,1,1,,,0.676883663,0.7573793263,1,2,0,,,0.1885114845,0.2426206737,0,1,0.68300456,2,0.72479051,2,0.67688364,2,0.68300456,2,0.59059376,0.59302253,0.57362348,0.55884939,-0.028812289,0.76850098,0.74039471,1.0154047,0,1,0,0,0,0,0,0.58737862
20958,2017,CA,42,0.7138554217,15,0.02259036145,145,664,3,115,-0.309,-0.098,1,5,CA,-0.054611053,3.365597357,3.170831514,0.61482054,0.02838958242,0.2474039143,5.16483942,0.53086466,2.555536883,3.210673055,42,"Congressional District 3 (116th Congress), California",742328,0.16074479,0.23461597,0.1423872,0.13116305,0.080719039,0.67200619,0.30136138,0.061464842,0.016881643,0.4023301,0.30871999,0.4558,0.18948227,John Garamendi,(D),54.9,42.7,53,40.4,54.3,43.1,0.5625,0.56745183,0.55749488,JOHN GARAMENDI,152513,,,N EUGENE CLEEK,104453,,,256966,JOHN GARAMENDI,134875,,,CHARLIE SCHAUPP,97376,,,232251,JOHN GARAMENDI,176043,,,TAMIKA HAMILTON,145945,,,321988,0.59351432,0,0.58072948,0,0.54673779,0,1,,,0.6310748083,0.5935143171,1,1,0,,,0.2426268817,0.4064856829,0,2,1,,,0.5358788393,0.5807294694,1,2,0,,,0.4212016877,0.4192705306,0,1,1,,,0.5919688009,0.5467377666,1,1,0,,,0.2728047056,0.4532622334,0,2,0.63107479,1,0.53587884,2,0.59196877,1,0.63107479,1,0.35225925,0.33724675,0.29892221,0.32200158,-0.0099569559,0.59351432,0.56248224,-0.72777617,0,1,0,0,0,0,0,0.24096386
20903,2017,CA,5,0.5535714286,2,0.03571428571,6,56,4,115,0.694,-0.424,0,5,CA,0.0065108342,3.699255924,3.081188477,0.62802351,0.02428048631,0.3555434288,7.179669941,0.52050018,2.532056229,2.648679351,39,"Congressional District 4 (116th Congress), California",741894,0.22543064,0.20795019,0.20971595,0.085638918,0.022182414,0.84682852,0.13596417,0.050730314,0.0037318934,0.42984873,0.37465,0.45820001,0.094661772,Tom McClintock,(R),43.9,53.7,39.3,54,39.5,57.9,0.44979507,0.42122185,0.40554416,ROBERT W DERLET,130845,,,TOM MCCLINTOCK,220133,,,350978,JESSICA MORSE,156253,,,TOM MCCLINTOCK,184401,,,340654,BRYNNE S KENNEDY,194731,,,TOM MCCLINTOCK,247291,,,442022,0.37280115,0,0.45868534,0,0.44054595,0,0,,,0.2745128252,0.3728011442,0,2,1,,,0.6146379045,0.6271988558,1,1,0,,,0.2029673254,0.4586853523,0,4,1,,,0.5184028057,0.5413146477,1,2,0,,,0.397955811,0.4405459457,0,1,1,,,0.5074330878,0.5594540543,1,4,0.61463791,1,0.51840281,2,0.50743312,4,0.61463791,1,0.1389807,0.21039224,0.19408073,0.17742784,-0.015677691,0.37280115,0.42552036,1.1618623,0,1,0,0,0,0,0,0.14285715
29901,2017,CA,32,0.6453469779,16,0.005116725296,93,3127,5,115,-0.395,0.064,1,10,CA,-0.1583297,3.015794065,2.333753506,0.78620929,0,0.3729463711,6.136215014,0.53389084,2.126145222,3.533627869,39,"Congressional District 5 (116th Congress), California",727130,0.21082366,0.20443662,0.17462765,0.091848776,0.079291187,0.63006067,0.28280362,0.051404618,0.0011884357,0.35210478,0.36728001,0.4481,0.20573075,Mike Thompson,(D),72.4,25.3,69.2,24.3,69.7,27.5,0.74104398,0.74010694,0.71707821,MIKE THOMPSON,224526,,,CARLOS SANTAMARIA,67565,,,292091,MIKE THOMPSON,205860,,,,,,,261018,MIKE THOMPSON,271233,,,SCOTT GIBLIN,85227,,,356460,0.7686851,0,1,1,0.76090723,0,1,,,0.6570023353,0.7686851016,1,3,0,,,0.1920390509,0.2313148984,0,1,1,,,0.7932530246,0.7886812404,1,1,,,,,,,,1,,,0.6753974818,0.7609072547,1,3,0,,,0.2021275618,0.2390927453,0,1,0.65700233,3,0.793253,1,0.67539746,3,0.65700233,3,0.59087676,1,0.57897979,0.54775828,-0.023028731,0.7686851,0.73274302,0.88924927,0,1,0,0,0,0,0,0.03485769
20538,2017,CA,32,0.8461538462,8,0.03418803419,82,234,6,115,-0.434,-0.157,1,7,CA,-0.35943887,2.281219246,2.722923469,0.48314652,0.01151951173,0.2339120029,4.401069937,0.39567059,1.731505592,3.68014123,38,"Congressional District 6 (116th Congress), California",760831,0.19003665,0.24610065,0.12263696,0.16968025,0.15587561,0.51053911,0.2834703,0.071414456,0.0014002053,0.36778644,0.30511001,0.46489999,0.23313588,Doris Matsui,(D),70.3,27.2,69.2,24.4,69.1,28.3,0.72102565,0.73931623,0.7094456,DORIS O MATSUI,177565,,,"ROBERT ""BOB"" EVANS",57848,,,235413,DORIS MATSUI,162411,JRMAR JEFFERSON,39528,,,,,201939,DORIS O MATSUI,229648,,,CHRIS BISH,83466,,,313114,0.75427014,0,1,1,0.73343253,0,1,,,0.7038102237,0.754270155,1,2,0,,,0.1837274051,0.245729845,0,1,1,,,0.8785480349,0.8042577214,1,2,,,,,,,,1,,,0.7019086639,0.7334325517,1,2,0,,,0.1429646306,0.2665674483,0,2,0.70381021,2,0.87854803,2,0.70190865,2,0.70381021,2,0.56892341,1,0.53792328,0.54658848,-0.029870629,0.75427014,0.72326249,-1.2489786,0,1,0,0,0,0,0,0.38461539
21304,2017,CA,14,0.671686747,6,0.01807228916,52,332,7,115,-0.235,0.014,1,3,CA,0.046781395,3.288582375,3.197607211,0.69951689,0.06256998606,0.3353304297,6.131633089,0.67596376,2.943829599,2.78676396,53,"Congressional District 7 (116th Congress), California",751400,0.22374193,0.23126698,0.15145062,0.10603274,0.09783604,0.62604338,0.17739153,0.060443655,0.0013979932,0.37284386,0.37156999,0.43920001,0.19221187,Ami Bera,(D),55.6,41.9,52.3,40.9,50.8,46.8,0.57025641,0.56115878,0.52049178,AMI BERA,152133,,,SCOTT R JONES,145168,,,297301,AMI BERA,155016,,,ANDREW GRANT,126601,,,281617,AMI BERA,217416,,,BUZZ PATTERSON,166549,,,383965,0.51171374,0,0.55044973,0,0.56623912,0,1,,,0.5400413524,0.5117137177,1,1,0,,,0.4599586476,0.4882862823,0,1,1,,,0.5165488667,0.5504497243,1,1,0,,,0.3120948087,0.4495502757,0,2,1,,,0.5032077574,0.5662391103,1,2,0,,,0.3357263093,0.4337608897,0,2,0.54004133,1,0.51654887,1,0.50320774,2,0.54004133,1,0.26185095,0.30299491,0.32062674,0.31489918,-0.040666997,0.51171374,0.55063564,0.59872991,0,1,0,0,0,0,0,0.1746988
21305,2017,CA,1,0.5714285714,0,0,2,21,8,115,0.372,0.208,0,3,CA,0.10553371,4.015579159,3.223020315,0.50293362,0.1733238459,0.2095640828,3.950048155,0.34133339,2.676040363,3.054799803,53,"Congressional District 8 (116th Congress), California",724105,0.10597344,0.27753156,0.13219354,0.1703648,0.098509192,0.75944233,0.41856223,0.09220238,0.034637492,0.43266889,0.26243001,0.4465,0.13872436,Jay Obernolte,(R),43.6,54,39.6,54.7,41.7,55.6,0.44672132,0.41993636,0.42857143,RITA RAMIREZ,83035,,,PAUL COOK,136972,,,220007,,,,,PAUL COOK,102415,TIM DONNELLY,68370,170785,CHRISTINE BUBSER,124400,,,JAY OBERNOLTE,158711,,,283111,0.3774198,0,0,1,0.43940362,0,0,,,0.2192343246,0.3774198094,0,3,1,,,0.4199388726,0.6225801906,1,2,0,,,0.2169450833,,0,3,1,,,0.4076093431,0.5996721024,1,2,0,,,0.286846243,0.4394036261,0,3,0,,,0.3494772702,0.5605963739,1,5,0.41993886,2,0.40760934,2,0.34947726,5,0.41993886,2,0.1424457,0,0.19307554,0.17634654,0.0086350739,0.3774198,0.43174303,-2.9017208,0,1,0,0,0,0,0,0.095238097
20702,2017,CA,15,0.6439393939,1,0.007575757576,26,132,9,115,-0.263,-0.159,1,6,CA,0.037190828,3.480049605,3.186575604,0.5603286,0.09874715897,0.1850104295,4.552389515,0.39693955,2.44172373,2.922634278,46,"Congressional District 9 (116th Congress), California",768191,0.14193621,0.2696465,0.12971123,0.12982449,0.11345486,0.54396886,0.38779938,0.075955868,0.0011132391,0.39034721,0.30575001,0.45410001,0.22267899,Jerry McNerney,(D),57.9,39.9,56.6,38,57.8,40.1,0.59202456,0.59830868,0.59039837,JERRY MCNERNEY,133163,,,"ANTONIO C ""TONY"" AMADOR",98992,,,232155,JERRY MCNERNEY,113414,,,MARLA LIVENGOOD,87349,,,200763,JERRY MCNERNEY,174252,,,"ANTONIO C ""TONY"" AMADOR",128358,,,302610,0.57359523,0,0.56491482,0,0.57583028,0,1,,,0.5527016288,0.5735952273,1,1,0,,,0.2172799309,0.4264047727,0,2,1,,,0.5315722936,0.5649148498,1,1,0,,,0.4110339059,0.4350851502,0,1,1,,,0.5702164103,0.5758302766,1,1,0,,,0.302789947,0.4241697234,0,2,0.55270165,1,0.53157228,1,0.57021642,1,0.55270165,1,0.32901147,0.31912875,0.33158052,0.35797328,-0.0079103112,0.57359523,0.59357721,-1.3209697,0,1,0,0,0,0,0,0.20454545
21109,2017,CA,2,0.4754098361,2,0.01092896175,10,183,10,115,0.306,0.212,0,4,CA,-0.16749628,3.713764753,3.357675043,0.5532518,0.3342292997,0.165478972,6.458281452,0.60916609,2.730568208,2.894721493,29,"Congressional District 10 (116th Congress), California",751622,0.12445915,0.26970738,0.12502961,0.12656096,0.044152513,0.73718441,0.43977559,0.083039828,0.00081016775,0.38488239,0.30469999,0.4332,0.20375401,Josh Harder,(D),50.3,47.4,48.5,45.5,50.6,47,0.51484138,0.51595747,0.51844263,MICHAEL EGGMAN,116470,,,JEFF DENHAM,124671,,,241141,JOSH HARDER,115945,,,JEFF DENHAM,105955,,,221900,JOSH HARDER,166865,,,TED HOWZE,135629,,,302494,0.48299542,0,0.52251011,0,0.5516308,0,0,,,0.2757828501,0.4829954259,0,2,1,,,0.4773029928,0.5170045741,1,2,0,,,0.1703557085,0.5225101397,1,6,1,,,0.3754938114,0.4774898603,0,2,1,,,0.4406856854,0.5516307761,1,3,0,,,0.3388829148,0.4483692239,0,3,0.477303,2,0.37549382,6,0.33888292,3,0.477303,2,0.23328458,0.27301681,0.30429652,0.26621211,0.0024851561,0.48299542,0.51641381,-1.6485591,0,1,0,0,0,0,0,0.065573767
21504,2017,CA,25,0.6795252226,6,0.0178041543,118,337,11,115,-0.53,-0.373,1,2,CA,-0.065062992,3.70215765,3.038912287,0.74185127,0,0.4984294868,7.48143146,0.4206346,2.565729016,3.420748272,35,"Congressional District 11 (116th Congress), California",761070,0.27202597,0.22040285,0.16420303,0.089332126,0.098818772,0.57930154,0.2712037,0.05394733,0.0009215654,0.35645747,0.42049,0.4903,0.26543286,Mark DeSaulnier,(D),74.3,23.6,71.5,22.7,67.6,30,0.75893772,0.75902337,0.69262296,MARK DESAULNIER,214868,,,ROGER ALLEN PETERSEN,83341,,,298209,MARK DESAULNIER,204369,,,JOHN FITZGERALD,71312,,,275681,MARK DESAULNIER,271063,,,NISHA SHARMA,100293,,,371356,0.72052824,0,0.74132419,0,0.7299276,0,1,,,0.7533268163,0.7205282201,1,1,0,,,0.2466731837,0.2794717799,0,1,1,,,0.6827917235,0.7413242117,1,2,0,,,0.2312561353,0.2586757883,0,1,1,,,0.7119856047,0.7299276166,1,1,0,,,0.2142665859,0.2700723834,0,1,0.75332683,1,0.68279171,2,0.71198559,1,0.75332683,1,0.51916093,0.54956156,0.5327943,0.5761165,-0.066400409,0.72052824,0.73686135,1.7583174,0,1,0,0,0,0,0,0.36795253
15448,2017,CA,250,0.7740963855,93,0.05602409639,825,1660,12,115,-0.49,-0.205,1,16,CA,-0.32491729,2.576425168,2.761742139,0.62337345,0.03067713292,0.4328155515,7.958572087,0.33644858,2.094509285,3.483416207,44,"Congressional District 12 (116th Congress), California",762627,0.35584769,0.13189016,0.15116957,0.10132607,0.065589078,0.48611182,0.14744692,0.040822644,0.00050662452,0.28271478,0.55432999,0.51209998,0.32968017,Nancy Pelosi,(D),86.1,11.9,86.2,8.7,84.1,12.5,0.87857145,0.90832454,0.8706004,NANCY PELOSI,274035,,,,,,,338845,NANCY PELOSI,275292,,,LISA REMMER,41780,,,317072,NANCY PELOSI,281776,SHAHID BUTTAR,81174,,,,,362950,1,1,0.86823183,0,1,1,1,,,0.7811253122,0.8087326064,1,1,0,,,0.07640456686,,0,1,1,,,0.6849676813,0.8682318212,1,4,0,,,0.09095269936,0.1317681788,0,1,1,,,0.7403393465,0.7763493594,1,4,0,,,0.07723473019,,0,2,0.78112531,1,0.6849677,4,0.74033934,4,0.78112531,1,1,0.7538265,1,0.82505345,-0.037724137,1,0.88583213,3.6964557,0,1,0,0,0,0,0,0.55301207
29778,2017,CA,80,0.7695716396,16,0.02363367799,267,677,13,115,-0.681,-0.585,1,11,CA,-0.12279321,3.720070971,3.108642219,0.63213527,0.2627402173,0.4038834329,6.360409337,0.51238012,2.097445465,3.514311343,32,"Congressional District 13 (116th Congress), California",759834,0.27613172,0.18673553,0.139033,0.13804726,0.19574012,0.41820055,0.22156945,0.05431959,0.0024056267,0.32737932,0.39596999,0.50150001,0.26890215,Barbara Lee,(D),88.9,9,87.4,6.8,87.5,9,0.90806943,0.92781317,0.90673578,BARBARA LEE,293117,,,SUE CARO,29754,,,322871,BARBARA LEE,260580,,,,,,,294837,BARBARA LEE,327863,,,NIKKA PITERMAN,34955,,,362818,0.90784556,0,1,1,0.90365696,0,1,,,0.9195484226,0.9078455482,1,1,0,,,0.08045157741,0.09215445178,0,1,1,,,0.9932972287,0.8838103766,1,1,,,,,,,,1,,,0.9255004317,0.9036569299,1,1,0,,,0.07449956833,0.09634307008,0,1,0.91954845,1,0.99329722,1,0.92550045,1,0.91954845,1,0.82418358,1,0.81659591,0.86083728,-0.021077394,0.90784556,0.91420615,1.0287532,0,1,0,0,0,0,0,0.41802067
20762,2017,CA,67,0.6538461538,36,0.06923076923,173,520,14,115,-0.381,-0.411,1,6,CA,-0.23760116,3.907902202,2.972101963,0.43593997,0,0.3262557764,7.910472774,0.41281334,2.48700408,3.451765848,30,"Congressional District 14 (116th Congress), California",753409,0.29127166,0.19514632,0.16020116,0.068030775,0.039238978,0.44304886,0.23478881,0.040559631,0.00055829663,0.31058976,0.46566999,0.46810001,0.37686703,Jackie Speier,(D),77.7,20.5,76.9,18.2,74.2,23.6,0.79124236,0.80862248,0.75869119,JACKIE SPEIER,231630,,,ANGEL CARDENAS,54817,,,286447,JACKIE SPEIER,211384,,,CRISTINA OSMENA,55439,,,266823,JACKIE SPEIER,278300,,,RAN S PETEL,72705,,,351005,0.80863124,0,0.79222554,0,0.79286617,0,1,,,0.9904187683,0.8086312651,1,1,,,,,,,,1,,,0.7944650346,0.7922255578,1,1,0,,,0.2055349654,0.2077744422,0,1,1,,,0.7732790949,0.7928661985,1,2,0,,,0.1586425397,0.2071338015,0,1,0.99041879,1,0.79446501,1,0.77327907,2,0.99041879,1,0.65388447,0.62762129,0.62863678,0.65387028,-0.049931288,0.80863124,0.78618532,2.8971872,0,1,0,0,0,0,0,0.40192309
21306,2017,CA,112,0.5251641138,47,0.05142231947,472,914,15,115,-0.366,-0.093,1,3,CA,-0.20244792,2.719804141,2.947407377,0.36416197,0.1104086379,0.4736203503,7.916722019,0.5118556,2.212838374,3.348064255,33,"Congressional District 15 (116th Congress), California",779710,0.28182328,0.23340729,0.1321004,0.057921536,0.06756743,0.43449616,0.22149773,0.038659289,0.00094161049,0.32763591,0.49386999,0.42359999,0.34697643,Eric Swalwell,(D),71.5,26.4,69.9,24.2,68,29.8,0.73033708,0.74282676,0.69529653,ERIC SWALWELL,198578,,,DANNY R TURNER,70619,,,269197,ERIC SWALWELL,177989,,,RUDY L PETERS JR,65940,,,243929,ERIC SWALWELL,242991,,,ALISON HAYDEN,99710,,,342701,0.73766798,0,0.72967541,0,0.70904666,0,1,,,0.7650291711,0.7376679532,1,1,0,,,0.2349708289,0.2623320468,0,1,1,,,0.7048518564,0.7296754383,1,1,0,,,0.2616608814,0.2703245617,0,2,1,,,0.5903867259,0.7090466617,1,4,0,,,0.1698159342,0.2909533383,0,2,0.76502919,1,0.70485187,1,0.59038675,4,0.76502919,1,0.54415405,0.53242618,0.50274718,0.55179161,-0.047530234,0.73766798,0.7228201,3.1959367,0,1,0,0,0,0,0,0.56783372
20501,2017,CA,1,0.623853211,19,0.0871559633,14,218,16,115,-0.193,0.456,1,7,CA,-0.27164415,4.137766839,2.93218814,0.29181075,0.08521361898,0.1519043448,5.57100015,0.45837444,2.643886972,2.804920145,35,"Congressional District 16 (116th Congress), California",731650,0.088329196,0.30106881,0.10365885,0.23503041,0.06783025,0.58090073,0.6151548,0.11240461,0.00084501092,0.41532877,0.2194,0.47220001,0.24316408,Jim Costa,(D),58.8,38.9,58,36.4,58.6,39.4,0.6018424,0.61440676,0.59795916,JIM COSTA,97473,,,JOHNNY M TACHERRA,70483,,,167956,JIM COSTA,82266,,,ELIZABETH HENG,60693,,,142959,JIM COSTA,128690,,,KEVIN COOKINGHAM,88039,,,216729,0.58034843,0,0.57545173,0,0.59378302,0,1,,,0.5591463866,0.5803484246,1,1,0,,,0.3284463687,0.4196515754,0,2,1,,,0.5298028335,0.5754517029,1,1,0,,,0.4701971665,0.4245482971,0,1,1,,,0.3754074776,0.5937830193,1,3,0,,,0.3519513394,0.4062169807,0,1,0.5591464,1,0.52980286,1,0.37540749,3,0.5591464,1,0.3368043,0.33114469,0.35257828,0.37749568,-0.016447604,0.58034843,0.60473609,-4.7238226,0,1,0,0,0,0,0,0.15137614
21728,2017,CA,467,0.806101496,98,0.02874743326,969,3409,17,115,-0.543,-0.281,1,1,CA,-0.38424006,2.85424005,2.725787076,0.42365348,0.1042006867,0.550840608,7.011340697,0.36859158,2.304218759,3.386590202,30,"Congressional District 17 (116th Congress), California",779960,0.29567686,0.20967485,0.1222037,0.058678649,0.031617004,0.28614032,0.15921329,0.040712811,0.00048051923,0.31997436,0.54492003,0.4201,0.49249065,Ro Khanna,(D),72.5,25.5,73.9,20.5,71.9,25.5,0.73979592,0.782839,0.73819304,MICHAEL M HONDA,90924,RO KHANNA,142268,,,,,233192,RO KHANNA,159105,,,RON COHEN,52057,,,211162,RO KHANNA,212137,,,RITESH TANDON,85199,,,297336,1,1,0.75347364,0,0.71345884,0,1,,,0.3907981263,0.6100895399,1,3,0,,,0.09176350479,,0,2,1,,,0.6198273803,0.7534736364,1,3,0,,,0.2291218913,0.2465263636,0,1,1,,,0.6864755928,0.7134588479,1,2,0,,,0.2138228804,0.2865411521,0,1,0.39079812,3,0.61982739,3,0.68647557,2,0.39079812,3,1,0.5677225,0.50902349,0.6128369,-0.044645965,1,0.7536093,3.6169729,0,1,0,0,0,0,0,0.31299502
29312,2017,CA,14,0.7075098814,10,0.0395256917,55,253,18,115,-0.381,-0.414,1,13,CA,-0.43392187,2.854514323,2.902971903,0.76494992,0.05664203144,0.4731825861,7.906368916,0.4398562,1.490253101,3.694758841,44,"Congressional District 18 (116th Congress), California",741968,0.30518767,0.22056881,0.15435167,0.060312573,0.027768044,0.62856352,0.16288978,0.033898003,0.00096365815,0.34083903,0.60456002,0.49919999,0.30236748,Anna Eshoo,(D),76.4,21.3,73.4,20.2,68.2,28.9,0.7819857,0.78418803,0.70236868,ANNA G ESHOO,230460,,,RICHARD B FOX,93470,,,323930,ANNA G ESHOO,225142,,,CHRISTINE RUSSELL,77096,,,302238,ANNA G ESHOO,217388,RISHI KUMAR,126751,,,,,344139,0.71144998,0,0.74491626,0,1,1,1,,,0.6819716269,0.7114500046,1,2,0,,,0.243981893,0.2885499954,0,1,1,,,0.7342564991,0.744916258,1,1,0,,,0.2339441498,0.255083742,0,1,1,,,0.617045608,0.631686615,1,2,0,,,0.121797144,,0,2,0.68197161,2,0.73425651,1,0.61704558,2,0.68197161,2,0.50616109,0.55490023,1,0.6149509,-0.081819355,0.71144998,0.75618082,4.3129511,0,1,0,0,0,0,0,0.256917
29504,2017,CA,32,0.8356164384,5,0.03424657534,46,146,19,115,-0.401,-0.432,1,12,CA,-0.10685865,3.543833507,2.968927148,0.47851321,0.1847501982,0.5058765062,7.790614667,0.54015011,2.616563881,3.198039069,29,"Congressional District 19 (116th Congress), California",758819,0.23307058,0.23167975,0.12744805,0.085304931,0.039524578,0.4403975,0.39805275,0.049505021,0.00074836978,0.31996274,0.38327,0.4517,0.35612708,Zoe Lofgren,(D),70,27.9,72.9,21.5,71.2,26.5,0.71501529,0.77224576,0.72876149,ZOE LOFGREN,181802,,,G BURT LANCASTER,64061,,,245863,ZOE LOFGREN,162496,,,JUSTIN JAMES AGUILERA,57823,,,220319,ZOE LOFGREN,224385,,,JUSTIN JAMES AGUILERA,88642,,,313027,0.73944432,0,0.73754871,0,0.71682316,0,1,,,0.7607756491,0.7394443247,1,1,0,,,0.2392243509,0.2605556753,0,1,1,,,0.9902197746,0.7375487362,1,1,,,,,,,,1,,,0.6274914998,0.7168231494,1,2,0,,,0.1229620463,0.2831768506,0,2,0.76077563,1,0.99021977,1,0.62749147,2,0.76077563,1,0.5467779,0.5439781,0.51383543,0.59636354,-0.043484271,0.73944432,0.73867416,1.3302363,0,1,0,0,0,0,0,0.34931508
21740,2017,CA,7,0.7524752475,14,0.03465346535,30,404,20,115,-0.299,0.083,1,1,CA,-0.43376914,3.000529968,2.720393305,0.29187089,0.1678857182,0.3674818846,6.086374593,0.25646025,2.325666706,3.5387356,21,"Congressional District 20 (116th Congress), California",737426,0.16807203,0.24389024,0.13546987,0.1187631,0.030000299,0.61976522,0.53291857,0.05534086,0.015263568,0.37365827,0.29876,0.46470001,0.25898734,Jimmy Panetta,(D),72.7,25,70.4,23.2,70.9,26.2,0.74411464,0.75213677,0.73017508,JIMMY PANETTA,180980,,,CASEY LUCIUS,74811,,,255791,JIMMY PANETTA,183677,,,,,,,225721,JIMMY PANETTA,236896,,,JEFF GORMAN,71658,,,308554,0.70753074,0,1,1,0.76776189,0,0,,,0.7083025137,0.7075307575,1,1,0,,,0.1984139495,0.2924692425,0,1,1,,,0.8067408854,0.8137346547,1,2,,,,,,,,1,,,0.6617930488,0.7677618828,1,2,0,,,0.2034445468,0.2322381172,0,1,0.7083025,1,0.80674088,2,0.66179305,2,0.7083025,1,0.50059974,1,0.58945829,0.56570971,-0.021961689,0.70753074,0.74214214,-0.41065466,0,1,0,0,0,0,0,0.10891089
